UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3
22474,1,0.0,-1.0,-1.0
22595,1,-1.0,7.0,-1.0
22869,1,7.0,-1.0,-1.0
23010,1,0.0,-1.0,-1.0
23166,1,-1.0,3.0,-1.0
23213,1,0.0,-1.0,-1.0
23247,1,-1.0,6.0,-1.0
23480,1,2.0,-1.0,-1.0
23627,1,8.0,-1.0,-1.0
23712,1,-1.0,3.0,-1.0
23732,1,-1.0,2.0,-1.0
23872,1,-1.0,9.0,-1.0
24073,1,-1.0,9.0,-1.0
24487,1,-1.0,6.0,-1.0
24659,1,-1.0,1.0,-1.0
24873,1,-1.0,2.0,-1.0
24907,1,3.0,-1.0,-1.0
24984,1,2.0,-1.0,-1.0
25017,1,-1.0,2.0,-1.0
25042,1,1.0,-1.0,-1.0
25720,1,-1.0,6.0,-1.0
25742,1,-1.0,4.0,-1.0
26002,1,8.0,-1.0,-1.0
26015,1,3.0,-1.0,-1.0
26043,1,-1.0,4.0,-1.0
26272,1,-1.0,3.0,-1.0
26763,1,-1.0,2.0,-1.0
27246,1,9.0,-1.0,-1.0
27320,1,-1.0,3.0,-1.0
27372,1,9.0,-1.0,-1.0
27629,1,-1.0,2.0,-1.0
27965,1,4.0,-1.0,-1.0
28138,1,0.0,-1.0,-1.0
28239,1,-1.0,2.0,-1.0
28478,1,8.0,-1.0,-1.0
28565,1,5.0,-1.0,-1.0
29528,1,-1.0,0.0,-1.0
29720,1,0.0,-1.0,-1.0
29880,1,5.0,-1.0,-1.0
30131,1,5.0,-1.0,-1.0
30248,1,-1.0,7.0,-1.0
30337,1,-1.0,5.0,-1.0
30421,1,-1.0,5.0,-1.0
30652,1,0.0,-1.0,-1.0
30852,1,7.0,-1.0,-1.0
31255,1,6.0,-1.0,-1.0
31291,1,6.0,-1.0,-1.0
31774,1,-1.0,7.0,-1.0
31995,1,4.0,-1.0,-1.0
32195,1,-1.0,8.0,-1.0
32235,1,-1.0,3.0,-1.0
32753,1,-1.0,7.0,-1.0
32953,1,7.0,-1.0,-1.0
33363,1,-1.0,1.0,-1.0
33725,1,5.0,-1.0,-1.0
33770,1,8.0,-1.0,-1.0
33942,1,-1.0,4.0,-1.0
34259,1,-1.0,1.0,-1.0
34904,1,3.0,-1.0,-1.0
35073,1,5.0,-1.0,-1.0
35723,1,0.0,-1.0,-1.0
35726,1,0.0,-1.0,-1.0
35729,1,2.0,-1.0,-1.0
35770,1,-1.0,6.0,-1.0
35843,1,2.0,-1.0,-1.0
36062,1,3.0,-1.0,-1.0
36068,1,-1.0,7.0,-1.0
36503,1,-1.0,2.0,-1.0
37121,1,7.0,-1.0,-1.0
37202,1,-1.0,9.0,-1.0
37258,1,3.0,-1.0,-1.0
37512,1,4.0,-1.0,-1.0
37578,1,6.0,-1.0,-1.0
37652,1,-1.0,9.0,-1.0
37672,1,-1.0,7.0,-1.0
37692,1,-1.0,0.0,-1.0
37738,1,6.0,-1.0,-1.0
38008,1,6.0,-1.0,-1.0
38254,1,-1.0,6.0,-1.0
38539,1,-1.0,8.0,-1.0
38769,1,8.0,-1.0,-1.0
38812,1,-1.0,6.0,-1.0
39000,1,8.0,-1.0,-1.0
39230,1,8.0,-1.0,-1.0
39468,1,6.0,-1.0,-1.0
39720,1,3.0,-1.0,-1.0
39911,1,0.0,-1.0,-1.0
39992,1,3.0,-1.0,-1.0
40153,1,-1.0,7.0,-1.0
40754,1,-1.0,7.0,-1.0
40801,1,-1.0,8.0,-1.0
41048,1,9.0,-1.0,-1.0
41057,1,-1.0,0.0,-1.0
41060,1,-1.0,1.0,-1.0
41168,1,-1.0,9.0,-1.0
41433,1,1.0,-1.0,-1.0
41471,1,3.0,-1.0,-1.0
42123,1,8.0,-1.0,-1.0
42221,1,6.0,-1.0,-1.0
42579,1,-1.0,2.0,-1.0
43058,1,-1.0,6.0,-1.0
43066,1,8.0,-1.0,-1.0
43118,1,-1.0,5.0,-1.0
43179,1,-1.0,3.0,-1.0
43280,1,0.0,-1.0,-1.0
43292,1,6.0,-1.0,-1.0
43321,1,-1.0,4.0,-1.0
43356,1,-1.0,5.0,-1.0
43437,1,8.0,-1.0,-1.0
44319,1,7.0,-1.0,-1.0
44749,1,-1.0,7.0,-1.0
44879,1,8.0,-1.0,-1.0
45469,1,-1.0,5.0,-1.0
45720,1,-1.0,4.0,-1.0
45821,1,-1.0,0.0,-1.0
46279,1,-1.0,1.0,-1.0
46406,1,6.0,-1.0,-1.0
46420,1,6.0,-1.0,-1.0
46472,1,8.0,-1.0,-1.0
46533,1,-1.0,4.0,-1.0
47300,1,2.0,-1.0,-1.0
47326,1,8.0,-1.0,-1.0
47360,1,8.0,-1.0,-1.0
47640,1,-1.0,7.0,-1.0
48056,1,-1.0,0.0,-1.0
48075,1,5.0,-1.0,-1.0
48110,1,-1.0,1.0,-1.0
48186,1,6.0,-1.0,-1.0
48310,1,-1.0,8.0,-1.0
48855,1,8.0,-1.0,-1.0
49017,1,-1.0,1.0,-1.0
49037,1,-1.0,9.0,-1.0
49167,1,-1.0,8.0,-1.0
49173,1,1.0,-1.0,-1.0
49323,1,-1.0,5.0,-1.0
49426,1,-1.0,8.0,-1.0
49518,1,1.0,-1.0,-1.0
49853,1,8.0,-1.0,-1.0
50078,1,-1.0,8.0,-1.0
50180,1,5.0,-1.0,-1.0
50195,1,-1.0,5.0,-1.0
50215,1,-1.0,7.0,-1.0
50523,1,3.0,-1.0,-1.0
50621,1,4.0,-1.0,-1.0
51123,1,-1.0,4.0,-1.0
51752,1,0.0,-1.0,-1.0
52250,1,1.0,-1.0,-1.0
52291,1,9.0,-1.0,-1.0
52331,1,-1.0,2.0,-1.0
52887,1,-1.0,7.0,-1.0
53571,1,0.0,-1.0,-1.0
53847,1,3.0,-1.0,-1.0
53944,1,-1.0,3.0,-1.0
54031,1,-1.0,0.0,-1.0
54080,1,-1.0,0.0,-1.0
54134,1,-1.0,1.0,-1.0
54186,1,-1.0,1.0,-1.0
54321,1,9.0,-1.0,-1.0
54442,1,3.0,-1.0,-1.0
54443,1,-1.0,1.0,-1.0
54692,1,-1.0,5.0,-1.0
54705,1,-1.0,2.0,-1.0
54964,1,-1.0,0.0,-1.0
55031,1,-1.0,9.0,-1.0
55306,1,-1.0,3.0,-1.0
55448,1,-1.0,7.0,-1.0
55503,1,-1.0,6.0,-1.0
55677,1,1.0,-1.0,-1.0
55818,1,7.0,-1.0,-1.0
56371,1,-1.0,6.0,-1.0
56649,1,-1.0,0.0,-1.0
56886,1,-1.0,1.0,-1.0
56898,1,5.0,-1.0,-1.0
57238,1,-1.0,0.0,-1.0
57668,1,8.0,-1.0,-1.0
58089,1,-1.0,6.0,-1.0
58273,1,9.0,-1.0,-1.0
58289,1,-1.0,6.0,-1.0
58588,1,-1.0,5.0,-1.0
59078,1,2.0,-1.0,-1.0
59121,1,3.0,-1.0,-1.0
59489,1,-1.0,6.0,-1.0
59789,1,5.0,-1.0,-1.0
59894,1,-1.0,1.0,-1.0
60479,1,3.0,-1.0,-1.0
60511,1,6.0,-1.0,-1.0
60616,1,-1.0,8.0,-1.0
60700,1,2.0,-1.0,-1.0
60705,1,5.0,-1.0,-1.0
60994,1,-1.0,5.0,-1.0
61031,1,-1.0,6.0,-1.0
61172,1,3.0,-1.0,-1.0
61176,1,0.0,-1.0,-1.0
61403,1,7.0,-1.0,-1.0
61503,1,-1.0,9.0,-1.0
61910,1,3.0,-1.0,-1.0
62167,1,8.0,-1.0,-1.0
62557,1,3.0,-1.0,-1.0
62968,1,-1.0,2.0,-1.0
63793,1,4.0,-1.0,-1.0
63859,1,8.0,-1.0,-1.0
63895,1,-1.0,8.0,-1.0
64213,1,-1.0,0.0,-1.0
64243,1,1.0,-1.0,-1.0
64353,1,-1.0,0.0,-1.0
64530,1,6.0,-1.0,-1.0
64535,1,4.0,-1.0,-1.0
65045,1,-1.0,8.0,-1.0
65202,1,-1.0,7.0,-1.0
65253,1,1.0,-1.0,-1.0
65275,1,6.0,-1.0,-1.0
65289,1,-1.0,6.0,-1.0
65379,1,3.0,-1.0,-1.0
65473,1,9.0,-1.0,-1.0
65777,1,-1.0,1.0,-1.0
66101,1,8.0,-1.0,-1.0
66196,1,-1.0,1.0,-1.0
66495,1,5.0,-1.0,-1.0
66690,1,-1.0,6.0,-1.0
66895,1,1.0,-1.0,-1.0
67040,1,-1.0,6.0,-1.0
67842,1,2.0,-1.0,-1.0
67863,1,-1.0,9.0,-1.0
67877,1,0.0,-1.0,-1.0
68056,1,1.0,-1.0,-1.0
68116,1,6.0,-1.0,-1.0
68249,1,3.0,-1.0,-1.0
68388,1,9.0,-1.0,-1.0
68396,1,-1.0,6.0,-1.0
68397,1,-1.0,4.0,-1.0
68751,1,1.0,-1.0,-1.0
68918,1,1.0,-1.0,-1.0
68931,1,9.0,-1.0,-1.0
69048,1,0.0,-1.0,-1.0
69123,1,1.0,-1.0,-1.0
69399,1,-1.0,7.0,-1.0
69507,1,-1.0,6.0,-1.0
69570,1,3.0,-1.0,-1.0
69603,1,5.0,-1.0,-1.0
69892,1,1.0,-1.0,-1.0
70326,1,6.0,-1.0,-1.0
70331,1,2.0,-1.0,-1.0
70336,1,0.0,-1.0,-1.0
70698,1,-1.0,1.0,-1.0
71019,1,-1.0,9.0,-1.0
71235,1,-1.0,8.0,-1.0
71246,1,-1.0,3.0,-1.0
71354,1,9.0,-1.0,-1.0
71566,1,9.0,-1.0,-1.0
72307,1,8.0,-1.0,-1.0
72414,1,8.0,-1.0,-1.0
72703,1,5.0,-1.0,-1.0
73810,1,6.0,-1.0,-1.0
74004,1,-1.0,3.0,-1.0
74265,1,-1.0,9.0,-1.0
74268,1,9.0,-1.0,-1.0
74442,1,-1.0,5.0,-1.0
74807,1,1.0,-1.0,-1.0
75099,1,5.0,-1.0,-1.0
75498,1,7.0,-1.0,-1.0
76300,1,0.0,-1.0,-1.0
76544,1,-1.0,4.0,-1.0
76592,1,1.0,-1.0,-1.0
76669,1,1.0,-1.0,-1.0
77117,1,-1.0,0.0,-1.0
77336,1,-1.0,8.0,-1.0
77424,1,5.0,-1.0,-1.0
77463,1,-1.0,1.0,-1.0
77772,1,2.0,-1.0,-1.0
77791,1,3.0,-1.0,-1.0
78170,1,5.0,-1.0,-1.0
78402,1,2.0,-1.0,-1.0
78653,1,0.0,-1.0,-1.0
78655,1,-1.0,2.0,-1.0
79119,1,0.0,-1.0,-1.0
79284,1,4.0,-1.0,-1.0
79307,1,6.0,-1.0,-1.0
79705,1,1.0,-1.0,-1.0
79801,1,2.0,-1.0,-1.0
79937,1,-1.0,3.0,-1.0
79955,1,2.0,-1.0,-1.0
79960,1,-1.0,1.0,-1.0
80105,1,8.0,-1.0,-1.0
80106,1,3.0,-1.0,-1.0
80110,1,-1.0,3.0,-1.0
80430,1,6.0,-1.0,-1.0
80769,1,8.0,-1.0,-1.0
80976,1,-1.0,4.0,-1.0
81150,1,-1.0,6.0,-1.0
81413,1,4.0,-1.0,-1.0
81424,1,8.0,-1.0,-1.0
82127,1,-1.0,6.0,-1.0
82219,1,-1.0,6.0,-1.0
82393,1,1.0,-1.0,-1.0
82528,1,4.0,-1.0,-1.0
82971,1,2.0,-1.0,-1.0
83046,1,8.0,-1.0,-1.0
83230,1,8.0,-1.0,-1.0
83337,1,9.0,-1.0,-1.0
83494,1,8.0,-1.0,-1.0
83885,1,1.0,-1.0,-1.0
84083,1,6.0,-1.0,-1.0
84249,1,4.0,-1.0,-1.0
84658,1,-1.0,4.0,-1.0
84956,1,7.0,-1.0,-1.0
85305,1,-1.0,4.0,-1.0
85407,1,8.0,-1.0,-1.0
85420,1,-1.0,2.0,-1.0
85430,1,-1.0,8.0,-1.0
85609,1,9.0,-1.0,-1.0
85731,1,6.0,-1.0,-1.0
85967,1,-1.0,2.0,-1.0
86341,1,-1.0,4.0,-1.0
86362,1,1.0,-1.0,-1.0
86390,1,4.0,-1.0,-1.0
86534,1,8.0,-1.0,-1.0
86898,1,-1.0,3.0,-1.0
87075,1,-1.0,9.0,-1.0
87079,1,8.0,-1.0,-1.0
87394,1,4.0,-1.0,-1.0
87412,1,0.0,-1.0,-1.0
87738,1,2.0,-1.0,-1.0
87936,1,-1.0,0.0,-1.0
88118,1,-1.0,0.0,-1.0
88150,1,-1.0,7.0,-1.0
88494,1,-1.0,9.0,-1.0
88708,1,-1.0,2.0,-1.0
88744,1,2.0,-1.0,-1.0
88781,1,7.0,-1.0,-1.0
88886,1,-1.0,9.0,-1.0
89523,1,9.0,-1.0,-1.0
89720,1,-1.0,5.0,-1.0
89975,1,-1.0,7.0,-1.0
90296,1,8.0,-1.0,-1.0
90414,1,-1.0,9.0,-1.0
90504,1,0.0,-1.0,-1.0
90599,1,-1.0,4.0,-1.0
90760,1,7.0,-1.0,-1.0
90950,1,-1.0,8.0,-1.0
91318,1,3.0,-1.0,-1.0
91359,1,-1.0,8.0,-1.0
91424,1,-1.0,9.0,-1.0
91634,1,-1.0,7.0,-1.0
92089,1,3.0,-1.0,-1.0
92234,1,5.0,-1.0,-1.0
92339,1,-1.0,7.0,-1.0
92449,1,5.0,-1.0,-1.0
92454,1,2.0,-1.0,-1.0
92527,1,-1.0,3.0,-1.0
92711,1,-1.0,6.0,-1.0
92940,1,-1.0,3.0,-1.0
93118,1,-1.0,6.0,-1.0
93306,1,-1.0,2.0,-1.0
93464,1,8.0,-1.0,-1.0
93909,1,7.0,-1.0,-1.0
93980,1,-1.0,5.0,-1.0
94029,1,-1.0,6.0,-1.0
94498,1,-1.0,4.0,-1.0
94553,1,-1.0,0.0,-1.0
94585,1,-1.0,9.0,-1.0
95036,1,3.0,-1.0,-1.0
95819,1,2.0,-1.0,-1.0
95919,1,-1.0,4.0,-1.0
97188,1,6.0,-1.0,-1.0
97673,1,-1.0,1.0,-1.0
97782,1,-1.0,3.0,-1.0
97865,1,-1.0,9.0,-1.0
97947,1,8.0,-1.0,-1.0
98246,1,-1.0,5.0,-1.0
98486,1,0.0,-1.0,-1.0
98532,1,8.0,-1.0,-1.0
98776,1,0.0,-1.0,-1.0
99138,1,1.0,-1.0,-1.0
99168,1,9.0,-1.0,-1.0
99447,1,3.0,-1.0,-1.0
99689,1,-1.0,6.0,-1.0
99709,1,3.0,-1.0,-1.0
99771,1,-1.0,8.0,-1.0
99970,1,-1.0,1.0,-1.0
99977,1,0.0,-1.0,-1.0
100649,1,-1.0,0.0,-1.0
100786,1,3.0,-1.0,-1.0
100929,1,-1.0,8.0,-1.0
100941,1,2.0,-1.0,-1.0
101060,1,-1.0,0.0,-1.0
101140,1,1.0,-1.0,-1.0
101491,1,-1.0,2.0,-1.0
101579,1,-1.0,0.0,-1.0
101787,1,8.0,-1.0,-1.0
102461,1,-1.0,8.0,-1.0
102523,1,6.0,4.0,-1.0
102586,1,-1.0,0.0,-1.0
102694,1,-1.0,4.0,-1.0
102904,1,3.0,-1.0,-1.0
102963,1,-1.0,4.0,-1.0
103200,1,5.0,-1.0,-1.0
103215,1,0.0,-1.0,-1.0
103495,1,-1.0,4.0,-1.0
103853,1,-1.0,8.0,-1.0
103888,1,-1.0,9.0,-1.0
104536,1,8.0,-1.0,-1.0
104684,1,-1.0,2.0,-1.0
104845,1,-1.0,3.0,-1.0
104923,1,2.0,-1.0,-1.0
105055,1,-1.0,0.0,-1.0
105111,1,-1.0,8.0,-1.0
105196,1,5.0,-1.0,-1.0
105313,1,7.0,-1.0,-1.0
105405,1,4.0,-1.0,-1.0
105558,1,-1.0,4.0,-1.0
105601,1,4.0,-1.0,-1.0
105716,1,-1.0,9.0,-1.0
105946,1,-1.0,1.0,-1.0
106654,1,9.0,-1.0,-1.0
106873,1,-1.0,6.0,-1.0
107301,1,2.0,-1.0,-1.0
107450,1,-1.0,1.0,-1.0
107612,1,6.0,-1.0,-1.0
107653,1,-1.0,6.0,-1.0
107951,1,7.0,-1.0,-1.0
108761,1,-1.0,9.0,-1.0
108778,1,2.0,-1.0,-1.0
109010,1,-1.0,7.0,-1.0
109264,1,-1.0,7.0,-1.0
109461,1,7.0,-1.0,-1.0
109476,1,-1.0,7.0,-1.0
109561,1,-1.0,8.0,-1.0
109706,1,-1.0,5.0,-1.0
110102,1,-1.0,7.0,-1.0
110110,1,9.0,-1.0,-1.0
110453,1,-1.0,0.0,-1.0
110484,1,-1.0,9.0,-1.0
110760,1,8.0,-1.0,-1.0
110967,1,-1.0,8.0,-1.0
111031,1,-1.0,8.0,-1.0
111284,1,5.0,-1.0,-1.0
111551,1,-1.0,6.0,-1.0
111572,1,-1.0,9.0,-1.0
111591,1,-1.0,0.0,-1.0
111946,1,7.0,-1.0,-1.0
111961,1,9.0,-1.0,-1.0
112061,1,5.0,-1.0,-1.0
112379,1,-1.0,5.0,-1.0
112554,1,-1.0,4.0,-1.0
112574,1,-1.0,7.0,-1.0
112837,1,-1.0,9.0,-1.0
112851,1,3.0,-1.0,-1.0
112905,1,-1.0,2.0,-1.0
113190,1,7.0,-1.0,-1.0
113791,1,-1.0,0.0,-1.0
113793,1,-1.0,0.0,-1.0
114358,1,-1.0,7.0,-1.0
114390,1,-1.0,7.0,-1.0
114410,1,0.0,-1.0,-1.0
114557,1,-1.0,9.0,-1.0
114702,1,-1.0,8.0,-1.0
115058,1,4.0,-1.0,-1.0
115131,1,-1.0,2.0,-1.0
115721,1,3.0,-1.0,-1.0
115820,1,-1.0,5.0,-1.0
115922,1,-1.0,7.0,-1.0
115972,1,-1.0,1.0,-1.0
116043,1,3.0,-1.0,-1.0
116274,1,7.0,-1.0,-1.0
116373,1,-1.0,4.0,-1.0
116522,1,0.0,-1.0,-1.0
116717,1,-1.0,4.0,-1.0
116796,1,-1.0,8.0,-1.0
116805,1,4.0,-1.0,-1.0
116916,1,-1.0,0.0,-1.0
117213,1,0.0,-1.0,-1.0
117335,1,-1.0,5.0,-1.0
118321,1,-1.0,9.0,-1.0
118323,1,-1.0,6.0,-1.0
118328,1,4.0,-1.0,-1.0
118430,1,-1.0,4.0,-1.0
118713,1,3.0,-1.0,-1.0
119029,1,5.0,-1.0,-1.0
119395,1,-1.0,0.0,-1.0
119619,1,9.0,-1.0,-1.0
120451,1,2.0,-1.0,-1.0
120564,1,-1.0,2.0,-1.0
120718,1,2.0,-1.0,-1.0
120867,1,-1.0,3.0,-1.0
120950,1,2.0,-1.0,-1.0
121177,1,-1.0,4.0,-1.0
121393,1,-1.0,9.0,-1.0
121736,1,5.0,-1.0,-1.0
122276,1,4.0,-1.0,-1.0
122318,1,6.0,-1.0,-1.0
122372,1,-1.0,2.0,-1.0
122622,1,-1.0,1.0,-1.0
122929,1,-1.0,7.0,-1.0
123475,1,4.0,-1.0,-1.0
123490,1,4.0,-1.0,-1.0
123555,1,0.0,-1.0,-1.0
124491,1,-1.0,5.0,-1.0
124502,1,9.0,-1.0,-1.0
124727,1,2.0,-1.0,-1.0
124868,1,9.0,-1.0,-1.0
125103,1,3.0,-1.0,-1.0
125211,1,-1.0,6.0,-1.0
125291,1,1.0,-1.0,-1.0
125318,1,5.0,-1.0,-1.0
125536,1,6.0,-1.0,-1.0
125670,1,-1.0,6.0,-1.0
125677,1,-1.0,2.0,-1.0
125883,1,3.0,-1.0,-1.0
125905,1,8.0,-1.0,-1.0
126046,1,1.0,-1.0,-1.0
126289,1,1.0,-1.0,-1.0
126300,1,-1.0,0.0,-1.0
126395,1,-1.0,3.0,-1.0
126951,1,-1.0,2.0,-1.0
127489,1,7.0,-1.0,-1.0
127546,1,1.0,-1.0,-1.0
127629,1,-1.0,2.0,-1.0
128081,1,-1.0,9.0,-1.0
128190,1,-1.0,2.0,-1.0
128523,1,-1.0,3.0,-1.0
128566,1,6.0,-1.0,-1.0
128648,1,6.0,-1.0,-1.0
129409,1,2.0,-1.0,-1.0
129505,1,-1.0,0.0,-1.0
129792,1,-1.0,1.0,-1.0
129912,1,3.0,-1.0,-1.0
130032,1,4.0,-1.0,-1.0
130045,1,0.0,-1.0,-1.0
130412,1,5.0,-1.0,-1.0
130962,1,0.0,-1.0,-1.0
131020,1,3.0,-1.0,-1.0
131233,1,-1.0,1.0,-1.0
131297,1,-1.0,0.0,-1.0
131376,1,0.0,-1.0,-1.0
131585,1,4.0,-1.0,-1.0
131705,1,-1.0,3.0,-1.0
131707,1,-1.0,8.0,-1.0
132058,1,-1.0,2.0,-1.0
132135,1,9.0,-1.0,-1.0
132364,1,5.0,-1.0,-1.0
132385,1,-1.0,6.0,-1.0
132468,1,-1.0,0.0,-1.0
132740,1,-1.0,2.0,-1.0
132946,1,5.0,-1.0,-1.0
133010,1,-1.0,5.0,-1.0
133046,1,3.0,-1.0,-1.0
133263,1,-1.0,5.0,-1.0
133271,1,4.0,-1.0,-1.0
134283,1,-1.0,3.0,-1.0
134455,1,-1.0,5.0,-1.0
134722,1,-1.0,4.0,-1.0
135191,1,-1.0,3.0,-1.0
135302,1,-1.0,7.0,-1.0
135309,1,-1.0,9.0,-1.0
135624,1,-1.0,1.0,-1.0
135749,1,-1.0,7.0,-1.0
135759,1,-1.0,7.0,-1.0
135848,1,-1.0,8.0,-1.0
135861,1,-1.0,6.0,-1.0
135882,1,5.0,-1.0,-1.0
136011,1,-1.0,5.0,-1.0
136078,1,-1.0,7.0,-1.0
136135,1,-1.0,8.0,-1.0
136412,1,-1.0,7.0,-1.0
137294,1,-1.0,5.0,-1.0
137310,1,6.0,-1.0,-1.0
137377,1,-1.0,1.0,-1.0
137406,1,-1.0,1.0,-1.0
137417,1,0.0,-1.0,-1.0
137758,1,-1.0,0.0,-1.0
137926,1,9.0,-1.0,-1.0
138037,1,7.0,-1.0,-1.0
138100,1,-1.0,5.0,-1.0
138127,1,0.0,-1.0,-1.0
138130,1,9.0,-1.0,-1.0
138888,1,-1.0,9.0,-1.0
138962,1,-1.0,3.0,-1.0
139006,1,3.0,-1.0,-1.0
139400,1,-1.0,2.0,-1.0
139444,1,5.0,-1.0,-1.0
139491,1,-1.0,1.0,-1.0
139844,1,4.0,-1.0,-1.0
140043,1,7.0,-1.0,-1.0
140050,1,-1.0,0.0,-1.0
140577,1,-1.0,9.0,-1.0
140622,1,7.0,-1.0,-1.0
141109,1,2.0,-1.0,-1.0
141428,1,-1.0,8.0,-1.0
141671,1,1.0,-1.0,-1.0
141717,1,7.0,-1.0,-1.0
141820,1,-1.0,1.0,-1.0
141870,1,2.0,-1.0,-1.0
142110,1,0.0,-1.0,-1.0
142434,1,0.0,-1.0,-1.0
142544,1,7.0,-1.0,-1.0
142786,1,8.0,-1.0,-1.0
142916,1,6.0,-1.0,-1.0
142951,1,-1.0,0.0,-1.0
143009,1,-1.0,0.0,-1.0
143044,1,-1.0,7.0,-1.0
143225,1,3.0,-1.0,-1.0
143261,1,-1.0,6.0,-1.0
143536,1,1.0,-1.0,-1.0
143756,1,-1.0,8.0,-1.0
143841,1,-1.0,8.0,-1.0
143960,1,-1.0,7.0,-1.0
144135,1,1.0,-1.0,-1.0
144306,1,-1.0,5.0,-1.0
144517,1,6.0,-1.0,-1.0
144758,1,-1.0,4.0,-1.0
144791,1,-1.0,7.0,-1.0
144859,1,4.0,-1.0,-1.0
144891,1,-1.0,0.0,-1.0
145095,1,-1.0,5.0,-1.0
145220,1,3.0,-1.0,-1.0
145563,1,5.0,-1.0,-1.0
145769,1,-1.0,4.0,-1.0
145918,1,-1.0,7.0,-1.0
146010,1,-1.0,1.0,-1.0
146200,1,-1.0,0.0,-1.0
146238,1,-1.0,3.0,-1.0
146260,1,-1.0,3.0,-1.0
146267,1,6.0,-1.0,-1.0
146607,1,-1.0,2.0,-1.0
146717,1,-1.0,4.0,-1.0
147303,1,3.0,-1.0,-1.0
147373,1,-1.0,8.0,-1.0
147923,1,-1.0,0.0,-1.0
147939,1,9.0,-1.0,-1.0
148361,1,8.0,-1.0,-1.0
148404,1,1.0,-1.0,-1.0
